time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15
0
4686
9116
9356
12043
14041
15703
16255
17652
19052
20358
20617
21461
22212
24137
32032
36507
37686
38568
39037
39277
40071
40647
41364
44699
45818
47051
47455
47695
48082
48322
49373
59322
61005
61307
64667
67057
69046
72602
74761
77100
77755
83698
88599
88863
90967
92850
93778
94912
95922
99804
100846
103518
104173
107390
110839
111766
113024
116819
118749
119749
120125
120714
122518
122790
126368
126836
130471
131027
135759
137597
138649
139743
141324
142654
143215
143564
144640
148720
150185
150425
152878
154820
158393
158712
160760
161000
162438
162917
163302
166427
166667
167704
170590
171011
171365
174553
